Country Name,Country Code,Income Group,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
United Arab Emirates,ARE,High income,GDP per capita (current US$),NY.GDP.PCAP.CD,27729.39059,26612.25311,26420.85988,25596.73939,25848.01625,27221.93441,28975.07996,29512.67479,26899.60177,28470.88586,33291.36625,31280.75586,31567.54631,33499.10278,36333.18733,39365.45964,41907.42147,41809.46216,44498.94051,32024.19778,33893.26387,39194.67224,40976.49075,42412.6395,43751.80565,38663.4005,38141.86713,40644.79119,43839.32449
United Kingdom,GBR,High income,GDP per capita (current US$),NY.GDP.PCAP.CD,19095.467,19900.72665,20487.17079,18389.01957,19709.2381,23206.56856,24438.53117,26742.98485,28269.32251,28726.85721,28223.06757,27806.44882,30049.89632,34487.46757,40371.71083,42132.09072,44654.09692,50653.25691,47549.34863,38952.21103,39688.61497,42284.88449,42686.80005,43713.81412,47787.2413,45404.56777,41499.5557,40857.75558,43646.95197
United States,USA,High income,GDP per capita (current US$),NY.GDP.PCAP.CD,23888.60001,24342.2589,25418.99078,26387.29373,27694.85342,28690.8757,29967.71272,31459.13898,32853.67695,34513.5615,36334.90878,37133.24281,38023.16111,39496.48588,41712.80107,44114.74778,46298.73144,47975.9677,48382.55845,47099.98047,48466.6576,49882.55813,51602.93105,53106.53677,55049.98833,56863.3715,58021.4005,60109.65573,63064.41841
Uruguay,URY,High income,GDP per capita (current US$),NY.GDP.PCAP.CD,2990.367133,3578.288157,4082.538363,4721.007648,5458.867361,5985.116994,6317.561877,7329.866939,7713.618768,7250.27477,6875.025469,6284.45968,4090.891888,3624.205685,4120.544205,5226.9441,5887.845162,7026.503055,9091.079039,9451.932449,11992.02377,14236.715,15171.58017,16973.68924,16831.94819,15613.74597,16715.63347,18690.89384,18703.86029
Uzbekistan,UZB,Lower middle income,GDP per capita (current US$),NY.GDP.PCAP.CD,651.4192061,652.8074753,603.3520153,596.9835856,576.4471105,585.9323642,600.5981578,623.0026524,623.2161328,702.4807441,558.2268024,456.7062895,383.343068,396.377979,465.1198869,546.7768502,654.2838373,830.4076942,1082.286025,1213.265328,1742.349256,2051.129515,2267.623275,2419.718703,2628.460008,2753.971072,2704.677188,1916.764642,1597.068337
Vanuatu,VUT,Lower middle income,GDP per capita (current US$),NY.GDP.PCAP.CD,1152.169246,1335.833604,1347.430174,1255.090071,1423.896602,1482.705562,1522.062208,1559.43224,1473.666114,1478.58574,1470.63587,1363.185058,1354.100243,1580.575634,1788.122206,1887.226576,2049.532809,2352.973255,2629.053124,2573.889015,2839.40634,3173.822022,2997.293432,2954.774511,2926.67996,2695.666186,2805.66532,3082.475083,3125.404999
"Venezuela, RB",VEN,Low income,GDP per capita (current US$),NY.GDP.PCAP.CD,2475.380473,2661.033851,2938.160197,2857.93866,2720.367063,3529.589128,3151.269278,3758.844934,3921.718474,4127.108981,4842.036601,4986.675788,3700.87974,3272.615024,4325.696756,5504.97724,6833.378912,8454.469536,11432.74592,11765.09976,13825.35712,10955.53801,12986.22269,12457.7686,16055.64532,,,,
Vietnam,VNM,Lower middle income,GDP per capita (current US$),NY.GDP.PCAP.CD,95.18825998,138.4474504,139.2001228,182.3084018,221.1291752,276.8126628,324.1472239,348.0174071,348.3243173,362.9195028,390.0933309,404.8078612,430.0528724,480.5798343,546.909619,687.4797274,784.3723759,906.2842299,1149.424495,1217.268583,1317.890646,1525.119025,1735.152116,1886.69017,2030.278447,2085.101349,2192.174482,2365.521615,2566.447487
Virgin Islands (U.S.),VIR,High income,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,30062.02251,31731.25662,35006.36144,40828.74609,41377.1466,44158.5054,39152.37507,38753.18254,39905.12842,38997.13732,37795.31926,34597.97669,33045.36438,34007.35294,35324.97489,35365.0693,36448.25749
West Bank and Gaza,PSE,Lower middle income,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,1201.581542,1326.562857,1317.466751,1389.164971,1465.046057,1499.492177,1476.17185,1335.553195,1156.217473,1257.69857,1422.190886,1543.701414,1570.1044,1664.245717,2035.202341,2191.781787,2557.075624,2880.798437,3067.438727,3315.297539,3352.112595,3272.154324,3527.613824,3620.360487,3562.330943
"Yemen, Rep.",YEM,Low income,GDP per capita (current US$),NY.GDP.PCAP.CD,482.2481211,482.0605713,498.9633818,393.7390588,291.472071,285.5695931,374.0114314,428.0605956,384.4999404,451.5709253,554.4486653,550.3603645,579.8531406,620.382726,709.9653788,832.8441987,921.4183549,1017.292048,1229.246675,1116.084396,1334.784902,1374.621401,1446.536472,1607.152173,1674.002572,1601.830063,1152.720966,964.2648105,758.1452416
Zambia,ZMB,Lower middle income,GDP per capita (current US$),NY.GDP.PCAP.CD,408.7693313,409.7272755,376.498819,378.1255592,412.2607521,418.5150247,385.1521522,448.3701601,358.5559589,335.7122914,345.6896207,382.9410352,382.2419633,435.4581994,538.591553,702.7411184,1047.918843,1124.290586,1394.0005,1159.907499,1489.459087,1672.907535,1763.069442,1878.346811,1762.427817,1338.290927,1280.806543,1535.196574,1516.368371
Zimbabwe,ZWE,Lower middle income,GDP per capita (current US$),NY.GDP.PCAP.CD,841.9739583,809.0511401,619.3720826,591.7196824,611.8652764,623.2095851,741.0958552,731.947626,544.9838381,580.0705709,563.0575041,568.3862905,530.5304463,478.0076044,482.9984515,476.5554025,447.8547399,431.7872587,356.6932344,771.5990323,948.331481,1093.653409,1304.968011,1429.998461,1434.896277,1445.069702,1464.588957,1235.189032,1254.642265
